User,Average ratings on beaches,Average ratings on parks,Average ratings on malls,Average ratings on beauty & spas,Average ratings on cafes,,,
607,2.62,3.26,5,1.42,1.4,,,
608,2.62,2.65,5,1.42,1.41,,,
609,2.62,3.25,5,0.83,1.41,,,
610,2.62,3.25,5,0.82,1.41,,,
611,2.62,3.25,5,0.8,1.41,,,
612,2.62,3.25,5,0.8,1.42,,,
613,2.62,3.25,5,0.8,1.41,,,
614,2.62,2.64,5,0.8,1.41,,,
615,2.62,3.25,5,0.8,1.42,,,
616,2.62,3.25,5,0.79,1.42,,,
617,2.62,2.64,5,0.79,1.42,,,
618,2.62,2.64,5,0.79,1.42,,,
619,2.62,2.64,5,0.79,1.47,,,
620,2.62,2.64,5,0.79,1.47,,,
621,2.62,3.25,5,0.52,1.52,,,
622,2.62,3.27,3.95,0.52,1.52,,,
623,2.63,3.25,5,0.79,1.44,,,
624,2.63,2.67,5,0,1.43,,,
625,2.63,2.64,5,0,1.43,,,
626,1.47,2.64,3.29,0,1.44,,,
627,1.46,2.64,5,0,1.44,,,
628,1.45,2.64,3.29,0,0.79,,,
629,1.44,2.64,3.29,0,0.78,,,
630,1.44,2.64,3.28,1.54,0.78,,,
631,1.43,2.64,5,1.55,0.78,,,
632,1.43,2.64,5,1.55,0.79,,,
633,1.43,2.65,5,0,0,,,
634,2.66,2.65,3.31,0,0,,,
635,5,1.48,3.29,0,0,,,
636,5,2.65,3.29,0,0,,,
637,5,2.66,3.29,0,0,,,
638,1.6,3.25,3.29,0,5,,,
639,1.43,1.45,3.29,0,5,,,
640,1.41,1.44,3.29,0,1.57,,,
641,1.41,1.44,3.29,0,3.26,,,
642,1.56,2.68,3.29,0,3.25,,,
643,1.57,5,3.3,0,1.56,,,
644,1.44,1.48,2.69,0,0,,,
645,1.41,2.69,2.7,0,0,,,
646,1.41,1.6,2.69,0,0,,,
647,1.4,1.59,2.69,0,0,,,
648,1.4,1.43,2.69,0,0,,,
649,1.4,1.42,2.7,0,0,,,
650,1.4,1.43,3.27,0,0,,,
651,1.4,1.42,3.26,0,0,,,
652,1.41,1.57,2.7,0,0,,,
653,1.4,1.56,2.69,0,0,,,
654,1.4,1.43,2.69,0,0,,,
655,1.4,1.42,2.69,0,0,,,
656,1.4,1.42,2.7,0,0,,,
657,1.41,1.42,2.7,0,0,,,
658,1.41,1.42,2.7,0,0,,,
659,1.41,1.42,2.7,0,0,,,
660,1.41,1.42,2.7,0,0,,,
661,1.41,1.42,2.7,0,0,,,
662,1.41,1.42,2.7,0,0,,,
663,1.41,1.42,2.7,0,0,,,
664,1.41,1.51,2.7,0,0,,,
665,1.41,1.43,2.7,0,0,,,
666,1.41,1.43,2.71,0,0,,,
667,1.41,1.42,1.52,0,0,,,
668,1.41,1.43,1.5,0,0,,,
669,1.42,1.42,1.51,0,0,,,
670,1.42,1.42,1.51,0,0,,,
671,1.43,1.42,1.48,0,0,,,
672,1.43,1.42,1.48,0,0,,,
673,1.43,1.42,1.48,0,0,,,
674,1.43,1.42,1.48,0,0,,,
675,1.43,1.42,1.48,0,0,,,
676,1.43,1.42,1.48,0,0,,,
677,1.43,1.42,1.48,0,0,,,
678,1.43,1.42,1.48,0,0,,,
679,1.43,1.42,1.48,0,0,,,
680,1.43,1.43,1.48,0,0,,,
681,1.44,1.43,1.49,0,0,,,
682,1.45,1.43,1.49,0,0,,,
683,1.46,1.44,1.49,0,0,,,
684,1.46,1.44,1.49,0,0,,,
685,1.45,1.45,1.5,0,0,,,
686,1.46,1.45,1.5,0,0,,,
687,1.46,1.46,1.51,0,0,,,
688,1.47,1.46,1.51,0,0,,,
689,1.47,1.47,1.52,0.56,0,,,
690,1.48,1.47,1.52,0,0,,,
691,1.48,1.48,1.53,0,0,,,
692,1.49,1.48,1.53,0.51,0,,,
693,1.5,1.49,1.54,0.53,0.51,,,
694,1.5,1.49,1.54,0.54,0.52,,,
695,1.51,1.5,1.55,0.56,0.54,,,
696,1.52,1.51,1.56,0.58,0.56,,,
697,1.53,1.52,1.56,0.6,0.58,,,
698,1.55,1.54,1.58,0.65,0.63,,,
699,1.56,1.54,1.59,0.67,0.65,,,
700,1.56,1.55,1.59,0.69,0.67,,,
701,1.57,1.56,1.6,0.71,0.69,,,
702,1.57,1.57,1.61,0.73,0.71,,,
703,1.58,1.57,1.62,0.75,0.73,,,
704,1.59,1.58,1.62,0.77,0.75,,,
705,1.6,1.59,1.63,0.79,0.77,,,
706,1.6,1.59,1.64,0.81,0.79,,,
707,1.61,1.6,1.65,0.82,0.81,,,
708,1.61,1.61,1.65,0.84,0.83,,,
709,1.62,1.61,1.66,0.86,0.84,,,
710,1.63,1.62,1.67,0.88,0.86,,,
711,1.63,1.63,2.97,0.9,0.88,,,
712,1.64,1.63,2.96,0.92,0.9,,,
713,1.65,1.64,2.95,0.94,0.92,,,
714,1.65,1.65,2.93,0.96,0.94,,,
715,1.66,1.65,1.71,0.97,0.96,,,
716,1.67,1.66,2.9,0.99,0.98,,,
717,1.68,1.67,2.88,1.01,1,,,
718,1.69,1.67,1.73,1.04,1.02,,,
719,1.69,1.68,1.73,1.05,1.03,,,
720,1.7,1.69,1.73,1.07,1.05,,,
721,1.7,1.69,1.74,1.08,1.07,,,
722,1.71,1.7,1.75,1.1,1.09,,,
723,1.72,1.71,1.76,1.12,1.11,,,
724,1.72,1.71,1.76,1.14,1.13,,,
725,1.73,1.72,1.77,1.16,1.14,,,
726,1.74,1.73,1.78,1.18,1.16,,,
727,1.74,1.74,1.79,1.34,1.18,,,
728,1.75,1.74,1.79,1.35,1.2,,,
729,1.76,1.75,1.8,1.36,1.22,,,
730,1.77,1.76,1.81,1.38,1.24,,,
731,1.77,1.77,1.82,1.28,1.27,,,
732,1.78,1.77,1.82,1.29,1.3,,,
733,1.79,1.78,1.83,1.31,1.42,,,
734,1.8,1.79,1.84,1.33,1.34,,,
735,1.81,1.8,1.85,1.34,1.34,,,
736,1.81,1.8,1.85,1.36,1.35,,,
737,1.82,1.81,1.86,1.38,1.37,,,
738,1.83,1.82,1.87,1.4,1.39,,,
739,1.84,1.83,1.88,1.42,1.4,,,
740,1.84,1.84,1.89,1.44,1.42,,,
741,1.85,1.84,1.9,1.46,1.44,,,
742,1.86,1.85,1.91,1.47,1.46,,,
743,1.86,1.86,1.91,1.49,1.48,,,
744,1.87,1.86,1.92,1.51,1.49,,,
745,1.88,1.87,1.92,1.52,1.51,,,
746,1.88,1.87,2.05,1.54,1.52,,,
747,1.89,1.88,2.05,1.55,1.53,,,
748,1.9,1.89,1.94,1.56,1.55,,,
749,1.9,1.89,2.03,1.57,1.56,,,
750,1.9,1.89,1.95,1.58,1.57,,,
751,1.91,1.9,2.04,1.59,1.58,,,
752,1.91,1.9,1.96,1.61,1.59,,,
753,1.92,1.91,1.96,1.61,1.6,,,
754,1.92,1.91,2.02,1.62,1.61,,,
755,1.93,1.92,1.97,1.63,1.62,,,
756,1.93,1.92,1.97,1.64,1.63,,,
757,1.93,1.92,2.01,1.65,1.64,,,
758,1.94,1.93,2.02,1.66,1.64,,,
759,1.94,1.93,1.99,0.83,1.65,,,
760,1.95,1.93,1.99,0.81,1.66,,,
761,1.95,1.94,2.34,0.78,1.67,,,
762,1.96,1.94,1.99,0.79,1.68,,,
763,1.96,1.95,1.99,0.7,1.7,,,
764,1.97,1.96,1.99,0.71,1.71,,,
765,1.98,1.96,1.99,0.71,1.73,,,
766,1.99,1.97,1.99,0.72,1.75,,,
767,5,1.98,2.45,0.61,1.77,,,
768,5,5,2.03,0.61,1.81,,,
769,5,5,2.44,0.63,0.91,,,
770,3.21,2.01,2,0.59,0.89,,,
771,3.21,2.02,2.03,0.6,0.91,,,
772,2.86,2.03,2.03,0.6,0.9,,,
773,5,2.02,2.01,0.58,0.91,,,
774,2.88,2.01,1.94,0.57,0.85,,,
775,5,2.01,1.92,0.58,0.87,,,
776,5,2,2.01,0.59,0.97,,,
777,5,2.02,2,0.58,0.99,,,
778,2.03,2.01,1.99,0.59,1.93,,,
779,2.02,2.01,1.98,0.6,1.95,,,
780,2.03,2.01,1.96,0.61,1.96,,,
781,2.03,2.01,1.95,0.62,1.98,,,
782,2.03,2.01,1.79,0.63,1.98,,,
783,2.03,2.01,1.77,0.73,2,,,
784,2.03,2.02,1.74,0.71,2.01,,,
785,2.03,2.02,1.73,0.75,1.49,,,
786,2.03,2.02,1.72,0.76,1.49,,,
787,2.05,2.03,1.7,0.83,2.05,,,
788,2.03,2.03,2,0.9,2.06,,,
789,2.04,2.04,1.98,0.92,2.06,,,
790,2.04,2.05,1.97,2.09,2.07,,,
791,2.04,2.05,1.97,2.1,2.09,,,
792,2.04,2.07,1.62,1.56,2.1,,,
793,2.05,2.06,1.6,1.56,2.11,,,
794,2.05,2.07,1.59,1.57,2.12,,,
795,2.06,2.08,1.58,2.14,2.13,,,
796,2.07,2.09,1.73,2.14,2.14,,,
797,2.08,2.43,1.55,2.15,2.16,,,
798,2.1,2.16,1.54,2.16,2.17,,,
799,2.14,2.27,1.52,2.17,2.18,,,
800,2.12,1.9,1.51,2.19,2.25,,,
801,2.13,1.89,1.49,2.2,2.21,,,
802,2.15,1.88,1.48,2.21,2.22,,,
803,2.19,1.89,1.48,2.23,2.24,,,
804,2.18,1.79,1.45,2.24,2.26,,,
805,2.12,1.92,1.44,2.25,2.28,,,
806,1.91,1.95,1.42,2.3,2.32,,,
807,1.92,1.94,1.41,2.3,4.62,,,
808,1.93,1.72,1.41,2.29,4.62,,,
809,1.93,1.71,1.4,2.29,4.63,,,
810,1.93,1.93,1.39,2.3,4.63,,,
811,1.94,1.93,1.39,2.31,4.64,,,
812,1.79,1.94,1.38,2.31,5,,,
813,1.96,1.94,1.37,2.32,5,,,
814,1.98,1.71,1.37,2.33,5,,,
815,2,1.71,1.37,2.34,5,,,
816,1.97,1.71,1.36,5,5,,,
817,1.98,1.72,1.36,2.36,3.41,,,
818,1.74,1.72,1.36,2.36,3.42,,,
819,1.74,1.73,1.36,2.37,3.43,,,
820,1.75,1.73,1.36,2.37,3.45,,,
821,1.75,1.74,1.35,2.38,3.46,,,
822,1.77,1.75,1.34,2.38,3.48,,,
823,2.03,1.75,1.34,2.39,3.5,,,
824,2.04,1.76,1.34,4.29,3.51,,,
825,2.05,1.77,1.33,4.3,3.53,,,
826,2.06,1.72,1.33,4.32,4.77,,,
827,2.07,1.79,1.32,4.33,3.57,,,
828,2.09,1.75,1.32,4.35,3.58,,,
829,1.37,1.75,1.32,4.37,3.6,,,
830,1.83,1.82,1.31,4.38,3.67,,,
831,1.84,1.83,1.31,4.39,3.65,,,
832,1.85,1.65,1.31,4.4,3.69,,,
833,1.85,1.67,1.3,4.42,3.72,,,
834,1.86,1.85,1.29,4.42,4.84,,,
835,2.14,1.85,1.3,4.42,4.84,,,
836,2.14,1.85,1.3,4.42,4.84,,,
837,2.15,1.85,1.3,4.42,4.84,,,
838,2.15,1.85,1.3,4.42,4.84,,,
839,2.15,1.85,1.3,4.43,4.84,,,
840,2.15,1.85,1.3,5,4.84,,,
841,2.15,1.85,1.29,5,4.84,,,
842,2.15,1.85,1.29,5,4.84,,,
843,1.87,1.85,1.29,0.84,4.84,,,
844,1.87,1.85,1.3,0.83,5,,,
845,1.87,1.85,1.3,0.83,4.84,,,
846,1.87,1.85,1.3,0.83,4.42,,,
847,1.87,1.85,1.3,0.82,4.43,,,
848,2.57,1.85,1.3,0.82,4.84,,,
849,2.08,1.86,1.3,0.82,4.42,,,
850,2.1,1.86,1.3,0.81,4.42,,,
851,2.08,1.87,1.31,5,4.42,,,
852,2.08,2.16,1.31,0.83,4.43,,,
853,2.12,2.17,1.31,0.81,5,,,
854,2.18,2.17,1.32,0.8,5,,,
855,2.19,2.17,1.32,0.8,5,,,
856,2.19,1.89,1.32,0.8,0.81,,,
857,2.21,1.89,1.35,0.79,0.81,,,
858,2.3,1.89,1.33,0.79,0.8,,,
859,2.66,1.9,1.33,0.79,5,,,
860,2.66,1.9,1.33,0.79,5,,,
861,2.65,2.19,1.34,0.79,0.79,,,
862,2.65,2.2,1.34,0.79,0.79,,,
863,2.65,2.2,1.35,0.79,0.79,,,
864,2.65,2.21,1.36,0.8,0.78,,,
865,2.65,2.21,1.62,0.79,0.78,,,
866,2.65,2.67,1.36,0.79,0.78,,,
867,2.66,2.67,1.36,0.79,0.78,,,
868,2.66,2.67,1.36,0.79,0.78,,,
869,2.66,2.68,1.37,0.79,0.78,,,
870,2.66,2.63,1.38,0.79,0.78,,,
871,2.67,2.68,1.71,0.82,0.78,,,
872,2.68,2.67,1.9,0.82,0.78,,,
873,2.67,2.67,1.9,0.82,0.81,,,
874,2.68,2.67,1.91,0.79,0.79,,,
875,2.69,2.67,1.91,0.79,0.78,,,
876,2.72,2.67,1.4,0.8,0.78,,,
877,2.69,2.67,1.4,0.8,0.78,,,
878,2.69,2.68,1.4,0.8,0.78,,,
879,2.7,2.68,1.41,0.8,0.79,,,
880,5,2.68,1.41,0.8,0.86,,,
881,5,2.68,1.41,0.79,0.86,,,
882,2.71,2.68,1.41,0.79,0.87,,,
883,2.7,2.68,1.41,0.81,0.86,,,
884,5,2.68,1.4,0.8,0.87,,,
885,5,2.68,1.4,0.81,0.87,,,
886,2.7,2.69,1.41,0.81,0.86,,,
887,2.7,2.26,1.4,0.8,0.88,,,
888,5,2.69,1.4,0.81,0.88,,,
889,5,2.69,1.4,0.81,0.88,,,
890,5,2.69,1.4,0.81,0.87,,,
891,5,2.69,1.4,0.81,0.87,,,
892,5,2.28,1.4,0.85,0.87,,,
893,5,2.46,1.39,0.81,0.88,,,
894,5,2.28,1.38,0.83,0.89,,,
895,5,2.26,1.37,0.84,0.83,,,
896,5,2.26,1.36,0.85,0.9,,,
897,2.72,2.7,1.34,0.87,0.91,,,
898,2.72,2.71,1.33,0.88,0.9,,,
899,2.73,2.72,1.31,0.9,0.93,,,
900,2.74,2.72,1.29,0.91,0.93,,,
901,2.74,2.73,1.28,0.92,0.93,,,
902,2.45,2.74,1.84,0.93,1.02,,,
903,2.76,2.74,1.83,0.94,0.95,,,
904,2.48,2.75,1.82,0.95,5,,,
905,2.78,2.75,1.81,0.96,0.99,,,
906,2.78,2.76,1.8,0.97,0.99,,,
907,2.45,2.76,1.79,0.99,1.01,,,
908,2.8,2.77,1.78,1,1.02,,,
909,2.5,2.78,1.13,1.01,5,,,
910,2.8,2.78,1.11,1.02,5,,,
911,2.81,2.79,1.09,1.03,1.05,,,
912,2.55,2.79,1.07,1.04,1.07,,,
913,2.6,2.8,1.75,1.05,1.07,,,
914,2.83,2.81,1.74,1.06,1.08,,,
915,2.61,2.81,1.73,1.08,1.09,,,
916,2.63,2.82,1.72,1.09,5,,,
917,2.66,2.82,1.72,1.09,5,,,
918,5,2.89,1.73,1.09,5,,,
919,5,5,1.73,1.09,5,,,
920,2.85,2.85,1.73,1.09,5,,,
921,2.85,2.89,1.72,1.09,5,,,
922,2.85,2.89,1.72,1.1,5,,,
923,5,2.89,1.72,1.1,5,,,
924,5,2.89,1.72,1.1,5,,,
925,5,5,1.72,1.1,5,,,
926,5,5,1.72,1.1,5,,,
927,5,5,1.72,1.1,5,,,
928,5,5,1.72,1.1,5,,,
929,2.85,5,1.72,5,5,,,
930,5,2.89,1.72,1.11,5,,,
931,5,2.84,1.72,5,5,,,
932,2.87,2.89,1.72,5,5,,,
933,2.86,2.9,1.71,5,5,,,
934,2.87,5,1.71,5,5,,,
935,5,5,1.72,5,5,,,
936,2.87,2.85,1.72,5,5,,,
937,2.87,5,1.72,5,5,,,
938,2.87,2.91,1.72,5,5,,,
939,2.87,5,1.72,5,5,,,
940,5,2.91,1.72,5,5,,,
941,5,5,1.72,5,5,,,
942,5,5,1.72,1.27,5,,,
943,5,5,1.72,1.27,5,,,
944,5,2.85,1.73,5,5,,,
945,5,2.84,1.73,1.27,1.11,,,
946,5,2.84,1.73,0.64,1.1,,,
947,5,2.85,1.73,0.63,1.1,,,
948,5,5,2.1,1.27,1.1,,,
949,4.08,2.85,2.11,1.27,1.1,,,
950,4.07,2.86,1.75,0.61,1.1,,,
951,4.07,5,1.75,0.61,5,,,
952,4.7,5,1.75,4.7,5,,,
953,4.08,5,1.75,4.7,5,,,
954,4.08,5,2.59,0.7,5,,,
955,4.08,5,2.6,0.7,5,,,
956,4.09,5,2.6,0.67,5,,,
957,4.09,5,2.6,0.67,1.28,,,
958,4.13,5,2.72,0.64,1.28,,,
959,4.12,5,2.86,0.58,4.7,,,
960,4.12,4.1,2.42,0.58,4.7,,,
961,4.97,1.29,2.86,0.57,4.7,,,
962,1.26,1.28,2.86,0.56,0.7,,,
963,4.73,4.09,2.86,0.55,0.7,,,
964,4.74,4.14,2.86,0.55,5,,,
965,4.74,5,2.87,0.54,0.65,,,
966,4.74,5,2.87,0.54,0.66,,,
967,4.74,5,2.87,0.54,0.63,,,
968,4.74,5,2.88,0.54,0.67,,,
969,1.25,5,2.88,0.54,0.56,,,
970,1.24,4.75,2.89,0.53,0.55,,,
971,1.24,4.75,2.95,0.52,0.54,,,
972,1.23,4.75,2.91,0.52,0.53,,,
973,1.23,4.76,2.9,0.52,0.53,,,
974,1.24,4.75,2.89,0.52,0.53,,,
975,1.25,4.76,2.9,0.52,0.53,,,
976,5,4.76,2.91,0.52,0.52,,,
977,1.24,4.76,2.91,0.51,0.53,,,
978,1.24,4.76,2.91,0.51,0.52,,,
979,1.24,4.77,5,0.51,0.51,,,
980,1.24,1.25,5,0.5,0.51,,,
981,1.24,1.25,3.79,0.51,0.51,,,
982,1.24,1.25,2.93,0.51,0.51,,,
983,1.24,5,5,0.51,0.5,,,
984,1.24,5,5,0.51,0.51,,,
985,1.24,1.27,5,0.51,0.51,,,
986,1.24,1.27,5,0.51,0.51,,,
987,1.24,1.26,5,0.51,0.5,,,
988,1.24,1.26,5,0.51,0.5,,,
989,1.24,1.26,5,0.51,0.5,,,
990,1.24,5,4.74,0.51,0.5,,,
991,1.25,1.27,4.15,0.52,0,,,
992,1.25,1.26,4.16,0.52,0,,,
993,1.26,1.25,4.72,0.53,0,,,
994,1.28,1.25,4.21,1.44,0,,,
995,1.28,1.25,4.16,3.41,0,,,
996,1.27,1.25,1.32,3.33,0.5,,,
997,1.27,1.25,1.32,1.46,0.5,,,
998,1.27,1.25,1.32,3.33,0.51,,,
999,1.27,1.26,1.32,3.34,0.51,,,
1000,1.27,1.26,1.33,3.42,0.51,,,
1001,1.28,1.26,4.15,1.45,0.52,,,
1002,1.32,1.27,1.33,0.57,0.54,,,
1003,1.31,1.27,1.34,0.58,0.56,,,
1004,1.31,1.28,1.35,0.56,0.56,,,
1005,1.31,1.29,1.35,0.58,0.59,,,
1006,1.31,1.29,1.36,0.59,0.61,,,
1007,5,1.3,1.37,0.61,0.6,,,
1008,5,1.31,1.38,0.62,0.71,,,
1009,1.34,1.32,1.38,0.64,1.49,,,
1010,5,1.33,1.39,0.66,1.5,,,
1011,1.36,1.34,1.4,0.68,1.51,,,
1012,1.36,1.35,1.42,0.69,0.68,,,
1013,1.39,1.35,4.09,0.71,0.7,,,
1014,1.37,1.36,4.13,0.73,0.71,,,
1015,1.39,1.37,4.13,0.74,0.73,,,
1016,1.38,1.38,4.12,0.76,0.75,,,
1017,1.39,1.38,4.12,0.77,1.57,,,
1018,1.4,1.39,4.11,0.78,0.77,,,
1019,1.4,1.39,4.09,0.78,0.77,,,
1020,1.4,1.39,4.08,0.78,0.77,,,
1021,1.4,1.39,4.08,0.78,0.77,,,
1022,1.4,1.39,4.09,0.78,0.77,,,
1023,1.4,1.39,4.09,0.78,0.77,,,
1024,1.4,1.39,4.08,0.79,0.77,,,
1025,1.39,1.39,4.09,0.79,0.77,,,
1026,1.4,1.39,4.08,0.79,0.77,,,
1027,1.4,1.39,4.08,0.79,0.77,,,
1028,1.4,1.39,4.08,0.79,0.77,,,
1029,1.4,1.39,4.09,0.79,0.78,,,
1030,1.4,1.4,4.06,0.8,0.78,,,
1031,1.41,1.4,4.06,0.8,0.78,,,
1032,1.4,1.4,4.06,0.8,0.78,,,
1033,1.4,1.4,4.08,0.8,0.78,,,
1034,1.4,1.4,4.06,0.81,0.79,,,
1035,1.41,1.4,4.08,0.81,0.8,,,
1036,1.42,1.41,4.05,0.83,0.81,,,
1037,1.42,1.41,4.07,0.84,0.82,,,
1038,1.43,1.42,4.06,0.86,0.84,,,
1039,1.44,1.43,4.06,0.87,0.85,,,
1040,1.45,1.44,5,0.88,0.87,,,
1041,1.49,1.44,5,0.9,0.89,,,
1042,1.51,1.45,4.02,0.92,0.91,,,
1043,1.52,1.47,4.01,0.94,0.92,,,
1044,1.55,1.52,4.01,0.96,0.94,,,
1045,1.56,1.53,4,0.98,0.96,,,
1046,1.57,1.54,3.99,1,0.98,,,
1047,1.59,1.56,3.99,1.01,1,,,
1048,1.61,1.56,3.99,1.03,1.02,,,
1049,1.63,1.57,3.98,1.05,1.04,,,
1050,1.64,3.09,3.98,1.07,1.05,,,
1051,1.66,1.6,5,1.09,1.07,,,
1052,1.68,3.1,5,1.1,1.09,,,
1053,1.69,3.11,5,1.12,1.11,,,
1054,1.7,3.12,5,1.14,1.12,,,
1055,1.72,3.12,5,1.15,1.14,,,
1056,1.73,3.13,5,1.18,1.16,,,
1057,5,3.14,4.01,1.19,1.17,,,
1058,1.77,3.14,3.96,1.2,1.19,,,
1059,1.78,3.15,4.01,1.2,1.21,,,
1060,1.8,3.16,3.95,1.02,1.23,,,
1061,1.82,3.16,5,1.03,1.25,,,
1062,1.83,3.17,5,1.03,1.27,,,
1063,1.85,3.18,5,1.04,1.28,,,
1064,1.86,3.18,5,1.05,1.3,,,
1065,1.87,3.19,5,1.06,1.32,,,
1066,1.87,3.2,5,1.05,1.47,,,
1067,1.87,3.2,3.91,1.04,1.47,,,
1068,1.87,3.2,3.93,1.04,1.33,,,
1069,1.87,3.2,3.91,1.04,1.33,,,
1070,1.87,3.2,3.91,1.04,1.33,,,
1071,1.87,3.2,3.94,1.04,1.33,,,
1072,1.87,3.2,3.91,1.04,1.32,,,
1073,1.87,3.2,4.55,1.04,1.47,,,
1074,1.88,3.22,4.55,1.05,1.34,,,
1075,1.88,3.2,3.93,1.03,1.48,,,
1076,1.89,3.22,3.9,1.03,1.34,,,
1077,1.9,3.23,3.95,1.04,1.35,,,
1078,1.91,3.24,3.89,1.04,1.09,,,
1079,5,3.26,3.89,1.06,1.09,,,
1080,5,3.26,3.89,0.55,1.09,,,
1081,5,3.25,3.89,0.54,1.1,,,
1082,5,3.24,3.89,0.87,1.37,,,
1083,5,1.8,3.89,0.87,1.09,,,
1084,5,1.79,3.89,0.87,1.09,,,
1085,5,1.81,3.9,0.87,1.09,,,
1086,1.93,1.8,4.53,0.54,1.09,,,
1087,1.91,1.76,3.9,0.53,1.08,,,
1088,1.91,3.23,4.53,0.52,1.08,,,
1089,1.91,3.26,3.93,0.51,1.08,,,
1090,1.91,5,3.91,0.51,1.08,,,
1091,1.91,1.93,3.24,0.51,1.04,,,
1092,1.91,1.93,4.53,0.5,1.04,,,
1093,1.41,1.92,5,0,1.05,,,
1094,1.42,1.93,3.99,0.66,1.08,,,
1095,1.91,1.94,3.24,0.6,5,,,
1096,1.92,1.93,3.24,0.58,5,,,
1097,1.92,1.93,5,0.56,1.42,,,
1098,1.92,1.96,5,0,0.5,,,
1099,1.93,1.92,4.35,0,0,,,
1100,1.93,1.92,5,0,0,,,
1101,1.93,1.93,3.26,0,0,,,
1102,1.93,1.93,4.35,0,0,,,
1103,1.93,1.93,4.35,0,0,,,
1104,1.93,1.93,4.35,0,0,,,
1105,1.93,1.93,4.35,0,0,,,
1106,1.93,1.93,4.35,0,0,,,
1107,1.93,1.93,4.34,0,0,,,
1108,1.93,1.93,4.34,0,0,,,
1109,1.93,1.93,4.35,0,5,,,
1110,1.94,1.93,3.28,0,0.5,,,
1111,5,1.93,3.25,0,5,,,
1112,1.96,1.94,3.24,0,5,,,
1113,1.98,1.94,3.24,0,5,,,
1114,1.97,1.94,3.24,0,5,,,
1115,5,1.95,3.24,0,5,,,
1116,5,1.95,3.23,0,5,,,
1117,1.46,1.47,3.23,0,1.49,,,
1118,1.46,1.48,3.23,0,0.62,,,
1119,1.46,1.49,3.22,0,0.63,,,
1120,1.47,1.5,3.22,0,0.64,,,
1121,1.47,1.5,3.22,0,0.66,,,
1122,1.48,1.51,3.22,0,0.68,,,
1123,1.49,1.52,3.21,0,0.66,,,
1124,1.51,1.99,3.21,0,5,,,
1125,1.52,2,3.21,0,1.58,,,
1126,1.53,1.56,3.21,0,5,,,
1127,2.02,1.56,3.2,0,0.6,,,
1128,2.03,1.57,3.2,0,5,,,
1129,1.8,2.02,3.2,0,0.64,,,
1130,1.8,2.02,3.19,0.5,0.58,,,
1131,1.81,2.02,3.19,0.5,0.59,,,
1132,1.82,2.03,3.19,0.51,0.6,,,
1133,1.82,2.04,3.18,0.51,0.64,,,
1134,1.62,1.63,3.18,0.52,0.61,,,
1135,1.61,2.04,3.18,0.52,5,,,
1136,1.85,2.05,3.17,0.53,5,,,
1137,1.65,2.05,3.16,0.53,5,,,
1138,1.66,2.05,3.16,0.54,0.66,,,
1139,1.68,2.06,3.15,0.55,5,,,
1140,1.7,2.06,3.15,0.56,0.61,,,
1141,1.68,1.73,3.14,0.58,0.72,,,
1142,1.71,1.74,3.13,0.58,0.62,,,
1143,1.72,1.75,3.12,0.59,0.68,,,
1144,1.73,1.78,3.11,0.6,0.69,,,
1145,1.75,2.09,3.1,0.6,0.69,,,
1146,1.77,5,3.1,0.61,0.66,,,
1147,1.78,5,3.09,0.62,0.64,,,
1148,1.81,2.8,3.08,0.63,0.66,,,
1149,1.82,2.81,3.07,0.63,0.66,,,
1150,5,2.82,3.06,0.64,0.66,,,
1151,1.86,2.84,3.05,0.65,0.68,,,
1152,1.88,2.85,3.04,0.66,5,,,
1153,1.9,2.86,3.03,0.67,0.7,,,
1154,5,2.88,3.02,0.68,0.71,,,
1155,1.94,2.89,3.02,0.69,0.74,,,
1156,5,2.9,3.01,0.71,0.72,,,
1157,5,2.91,3,0.71,0.74,,,
1158,5,2.93,2.99,0.72,0.77,,,
1159,5,2.94,2.98,0.73,0.76,,,
1160,5,2.96,2.97,0.74,0.76,,,
1161,5,2.96,2.96,0.75,0.78,,,
1162,5,2.98,2.95,0.76,0.79,,,
1163,5,5,2.94,0.79,0.8,,,
1164,5,5,2.93,0.79,0.87,,,
1165,5,5,2.92,0.77,5,,,
1166,5,5,2.92,0.78,0.83,,,
1167,5,5,2.91,0.78,0.9,,,
1168,5,5,2.9,0.79,5,,,
1169,5,3.06,2.9,0.81,0.83,,,
1170,5,3.05,2.9,0.81,0.83,,,
1171,5,5,2.9,0.81,0.82,,,
1172,5,3.06,2.9,0.81,0.82,,,
1173,5,5,2.9,0.8,0.82,,,
1174,5,3.06,2.9,0.79,0.82,,,
1175,5,5,2.9,0.79,0.82,,,
1176,5,5,2.91,0.79,0.81,,,
1177,5,3.06,2.91,0.78,0.81,,,
1178,2.18,5,2.91,0.78,0.81,,,
1179,5,3.06,2.92,0.78,0.81,,,
1180,5,3.07,2.96,0.78,0.81,,,
1181,2.19,3.06,2.92,0.78,0.81,,,
1182,2.19,5,2.96,0.78,0.82,,,
1183,2.2,5,2.91,0.79,0.82,,,
1184,5,5,2.91,0.79,0.83,,,
1185,2.31,3.09,2.94,0.8,0.82,,,
1186,2.22,5,2.89,0.8,0.82,,,
1187,2.24,3.11,2.94,0.81,0.83,,,
1188,2.25,5,2.93,0.82,0.84,,,
1189,2.26,5,2.86,0.83,0.85,,,
1190,2.28,5,4.16,0.84,0.86,,,
1191,2.29,5,4.17,0.86,0.87,,,
1192,2.31,5,4.17,0.87,0.88,,,
